year,vcnaics4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2019,3259,1648,2127,84739,84125,154,7.233,158,7.421,9094,2951,6143,3.508,10.81,7849,2409,5440,2.864,9.33,1245,1.48,18.66,100,116,778
2019,3261,7397,9836,656088,651546,384,3.891,449,4.55,54964,8968,45996,1.376,8.436,46159,10349,35810,1.588,7.085,8805,1.351,14.169,325,331,6104
2019,3262,1319,1770,142756,140220,59,3.3,95,5.313,12731,2023,10708,1.443,9.079,7929,2185,5744,1.558,5.655,4802,3.425,11.309,62,62,794
2019,3271,813,983,36412,36195,56,5.611,86,8.617,3036,372,2664,1.028,8.388,2623,759,1864,2.097,7.247,413,1.141,14.494,60,60,305
2019,3272,1296,1550,90338,89931,84,5.371,112,7.161,5693,835,4858,0.928,6.33,4720,1591,3129,1.769,5.248,973,1.082,10.497,92,93,897
2019,3273,3761,8518,177322,176165,488,5.754,415,4.893,21225,6426,14799,3.648,12.048,18886,5455,13431,3.097,10.721,2339,1.328,21.441,200,221,2682
2019,3274,143,291,14526,14469,10,3.419,13,4.444,1202,46,1156,0.318,8.308,1135,189,946,1.306,7.845,67,0.463,15.689,8,8,20
2019,3279,2615,3089,83773,82003,179,5.789,185,5.983,10528,1486,9042,1.812,12.839,7088,2335,4753,2.847,8.644,3440,4.195,17.287,140,140,976
2019,3311,265,404,88696,87166,45,11.364,29,7.323,6117,432,5685,0.496,7.018,3223,556,2667,0.638,3.698,2894,3.32,7.395,24,24,350
2019,3312,525,701,51662,50963,39,5.583,34,4.868,4844,987,3857,1.937,9.505,3391,910,2481,1.786,6.654,1453,2.851,13.308,28,28,599
2019,3313,346,481,63064,61304,29,6.073,22,4.607,6174,1333,4841,2.174,10.071,2760,628,2132,1.024,4.502,3414,5.569,9.004,18,18,535
2019,3314,614,796,59492,58963,24,2.968,49,6.061,4660,757,3903,1.284,7.903,3563,1021,2542,1.732,6.043,1097,1.861,12.086,39,39,713
2019,3315,1287,1475,121371,119387,48,3.213,86,5.756,10817,2130,8687,1.784,9.06,6990,2222,4768,1.861,5.855,3827,3.206,11.71,64,65,1065
2019,3321,1971,2224,109251,107174,71,3.177,92,4.117,10273,1165,9108,1.087,9.585,6135,1837,4298,1.714,5.724,4138,3.861,11.449,70,70,1407
2019,3322,939,1010,35353,34944,48,4.731,57,5.619,2838,844,1994,2.415,8.122,2052,539,1513,1.542,5.872,786,2.249,11.745,47,48,347
2019,3323,11788,12841,387677,381242,713,5.542,763,5.93,43608,10384,33224,2.724,11.438,31028,9212,21816,2.416,8.139,12580,3.3,16.277,601,603,5807
2019,3324,1133,1444,89416,88481,50,3.435,73,5.015,7810,997,6813,1.127,8.827,6118,1638,4480,1.851,6.915,1692,1.912,13.829,54,54,838
2019,3325,524,565,29060,28787,24,4.233,28,4.938,1945,235,1710,0.816,6.757,1392,200,1192,0.695,4.836,553,1.921,9.671,22,22,122
2019,3326,898,1052,38082,38338,29,2.732,48,4.522,2711,320,2391,0.835,7.071,3199,799,2400,2.084,8.344,-488,-1.273,14.143,41,41,282
2019,3327,21115,21694,386529,383927,924,4.224,1282,5.861,35838,5659,30179,1.474,9.335,30511,8720,21791,2.271,7.947,5327,1.388,15.894,1078,1081,6536
2019,3328,4766,5329,133075,131934,187,3.476,287,5.336,13173,1902,11271,1.442,9.985,11008,4022,6986,3.049,8.344,2165,1.641,16.687,220,223,2423
2019,3329,5278,5803,261039,257960,398,6.865,387,6.675,25524,4215,21309,1.634,9.895,19146,5862,13284,2.272,7.422,6378,2.472,14.844,281,282,2370
2019,3331,2380,2762,196521,192713,151,5.445,173,6.239,19107,3085,16022,1.601,9.915,11519,2412,9107,1.252,5.977,7588,3.937,11.955,121,121,1192
2019,3332,2744,2929,112115,111017,156,5.322,160,5.459,10379,1780,8599,1.603,9.349,8024,1572,6452,1.416,7.228,2355,2.121,14.455,129,130,1160
2019,3333,1642,1778,75004,74158,101,5.652,119,6.659,7509,2866,4643,3.865,10.126,5593,1586,4007,2.139,7.542,1916,2.584,15.084,98,98,945
2019,3334,1346,1605,133301,131016,72,4.451,97,5.997,13989,3544,10445,2.705,10.677,9262,3714,5548,2.835,7.069,4727,3.608,14.139,79,79,1349
2019,3335,5802,6071,150263,149864,180,2.936,301,4.909,11436,2283,9153,1.523,7.631,10666,2425,8241,1.618,7.117,770,0.514,14.234,248,249,1738
2019,3336,750,949,101728,101779,39,4.071,57,5.95,6638,267,6371,0.262,6.522,6628,2780,3848,2.731,6.512,10,0.01,13.024,36,36,446
2019,3339,4947,5693,312847,309194,229,3.981,347,6.033,26446,2718,23728,0.879,8.553,19456,6182,13274,1.999,6.292,6990,2.261,12.585,187,188,2334
2019,3341,781,807,39458,39689,54,6.626,70,8.589,2427,193,2234,0.486,6.115,2846,603,2243,1.519,7.171,-419,-1.056,12.23,54,55,318
2019,3342,1041,1149,76782,78339,66,5.685,90,7.752,6455,1994,4461,2.545,8.24,9567,1309,8258,1.671,12.212,-3112,-3.972,16.48,76,76,652
2019,3343,407,425,9258,9127,39,9.231,34,8.047,935,208,727,2.279,10.245,664,317,347,3.473,7.276,271,2.969,14.551,27,27,286
2019,3344,3112,3572,265145,260851,173,4.8,237,6.576,24150,3444,20706,1.32,9.258,15734,4395,11339,1.685,6.032,8416,3.226,12.064,184,185,2746
2019,3345,4106,4910,395002,389108,290,5.885,325,6.596,36773,7913,28860,2.034,9.451,24270,6155,18115,1.582,6.237,12503,3.213,12.475,213,214,1988
2019,3346,342,349,6396,6900,24,6.799,32,9.065,536,157,379,2.276,7.769,1497,793,704,11.494,21.697,-961,-13.929,15.537,27,27,105
2019,3351,946,1003,42052,42338,69,6.775,100,9.818,3469,668,2801,1.578,8.194,4031,2198,1833,5.192,9.521,-562,-1.327,16.387,77,79,1104
2019,3352,248,299,52075,52091,31,10.544,21,7.143,2860,625,2235,1.2,5.49,2964,289,2675,0.555,5.69,-104,-0.2,10.981,19,19,196
2019,3353,1614,1916,118771,117439,68,3.489,134,6.875,10183,943,9240,0.803,8.671,7388,3722,3666,3.169,6.291,2795,2.38,12.582,74,74,742
2019,3359,1686,1956,137108,135979,118,6.019,127,6.478,10047,1899,8148,1.397,7.389,7787,2728,5059,2.006,5.727,2260,1.662,11.453,99,99,1458
2019,3361,244,299,236139,224172,29,9.898,17,5.802,28985,1663,27322,0.742,12.93,5315,146,5169,0.065,2.371,23670,10.559,4.742,14,14,46
2019,3362,1523,1863,168335,168098,109,5.871,96,5.171,15305,2184,13121,1.299,9.105,14770,2316,12454,1.378,8.787,535,0.318,17.573,72,72,815
2019,3363,3620,4679,615379,611294,202,4.301,238,5.067,47830,7321,40509,1.198,7.824,39785,7235,32550,1.184,6.508,8045,1.316,13.017,176,179,2248
2019,3364,1249,1798,389079,386933,120,6.586,168,9.221,25376,5813,19563,1.502,6.558,20520,8558,11962,2.212,5.303,4856,1.255,10.607,57,57,650
2019,3365,143,235,30834,29140,17,7.328,11,4.741,4409,721,3688,2.474,15.13,967,271,696,0.93,3.318,3442,11.812,6.637,5,5,52
2019,3366,1215,1339,136893,137605,94,6.955,119,8.805,8827,1669,7158,1.213,6.415,10029,3998,6031,2.905,7.288,-1202,-0.874,12.829,94,95,1976
2019,3369,737,764,34084,33693,68,8.803,85,11.003,3316,276,3040,0.819,9.842,2506,887,1619,2.633,7.438,810,2.404,14.875,67,67,729
2019,3371,9052,9303,223098,224682,617,6.558,827,8.79,17652,3843,13809,1.71,7.856,20400,6499,13901,2.893,9.08,-2748,-1.223,15.713,685,693,4850
2019,3372,3346,3490,115068,115632,157,4.456,224,6.357,9351,1476,7875,1.276,8.087,10518,2856,7662,2.47,9.096,-1167,-1.009,16.174,170,170,1082
2019,3379,583,684,31155,32160,39,5.727,33,4.846,2136,507,1629,1.577,6.642,4172,368,3804,1.144,12.973,-2036,-6.331,13.284,24,24,181
2019,3391,8126,9027,289159,287196,539,5.878,824,8.986,26727,6026,20701,2.098,9.306,22950,7745,15205,2.697,7.991,3777,1.315,15.982,672,677,3096
2019,3399,13390,14083,263647,265579,1143,8.052,1369,9.644,25788,6227,19561,2.345,9.71,29317,9513,19804,3.582,11.039,-3529,-1.329,19.42,1032,1038,5667
2019,4231,13933,22068,418210,414093,1192,5.375,1413,6.371,42907,10878,32029,2.627,10.362,33944,10803,23141,2.609,8.197,8963,2.164,16.394,1009,1047,5985
2019,4232,9792,11775,167723,167352,655,5.509,883,7.427,16645,3745,12900,2.238,9.946,15870,4907,10963,2.932,9.483,775,0.463,18.966,692,708,3952
2019,4233,9409,16918,262722,259128,1336,7.965,1047,6.242,33132,12164,20968,4.694,12.786,26208,9778,16430,3.773,10.114,6924,2.672,20.228,601,617,3922
2019,4234,20388,32768,644784,644132,2609,8.009,2227,6.836,61348,16103,45245,2.5,9.524,60338,17848,42490,2.771,9.367,1010,0.157,18.735,1637,1676,10051
2019,4235,6561,9014,153569,152039,377,4.159,478,5.273,14718,3062,11656,2.014,9.68,11493,3656,7837,2.405,7.559,3225,2.121,15.118,323,335,2256
2019,4236,16886,26594,520022,521299,1377,5.12,1982,7.369,55995,14951,41044,2.868,10.741,59007,18387,40620,3.527,11.319,-3012,-0.578,21.483,1248,1290,8108
2019,4237,9325,18976,260476,258925,735,3.871,760,4.002,25163,6516,18647,2.517,9.718,21837,6360,15477,2.456,8.434,3326,1.285,16.867,510,543,3413
2019,4238,36661,53857,786929,776657,2495,4.609,3045,5.625,81361,16250,65111,2.092,10.476,60693,21738,38955,2.799,7.815,20668,2.661,15.629,2024,2109,12146
2019,4239,25514,28759,326683,326139,2353,8.156,2538,8.797,39000,9906,29094,3.037,11.958,37696,15085,22611,4.625,11.558,1304,0.4,23.117,2059,2089,9555
2019,4241,6318,8432,147453,148556,326,3.798,628,7.317,10156,2185,7971,1.471,6.837,12241,4565,7676,3.073,8.24,-2085,-1.404,13.673,441,462,2101
2019,4242,6438,9764,303569,307311,827,8.535,678,6.997,27591,5486,22105,1.785,8.978,35102,13438,21664,4.373,11.422,-7511,-2.444,17.956,515,520,5330
2019,4243,12255,13263,192910,194342,1113,8.302,1401,10.45,21708,4204,17504,2.163,11.17,24917,8167,16750,4.202,12.821,-3209,-1.651,22.34,1185,1203,5479
2019,4244,24940,32639,858552,858438,2553,7.802,2722,8.318,78419,22325,56094,2.601,9.135,77712,24113,53599,2.809,9.053,707,0.082,18.105,1941,1973,13073
2019,4245,3069,5862,62301,61346,303,5.182,274,4.686,7854,2203,5651,3.591,12.803,5958,1288,4670,2.1,9.712,1896,3.091,19.424,169,174,764
2019,4246,7305,11581,160895,161509,454,3.891,629,5.391,14551,3141,11410,1.945,9.009,15609,3952,11657,2.447,9.664,-1058,-0.655,18.019,450,466,2366
2019,4247,3643,5984,100909,100331,253,4.174,409,6.747,12369,2147,10222,2.14,12.328,11090,3774,7316,3.762,11.053,1279,1.275,22.107,188,202,1861
2019,4248,3235,4287,206167,203604,389,9.134,333,7.819,23505,8980,14525,4.411,11.544,18131,5461,12670,2.682,8.905,5374,2.639,17.81,244,254,2453
2019,4249,19005,25648,333851,334010,1664,6.425,2167,8.367,35201,7059,28142,2.113,10.539,35689,13705,21984,4.103,10.685,-488,-0.146,21.078,1534,1578,7784
2019,4251,30406,32514,272786,278276,3172,9.604,4200,12.716,29791,9720,20071,3.493,10.706,41342,13065,28277,4.695,14.856,-11551,-4.151,21.411,3474,3503,10682
2019,4411,37008,43409,1333133,1333167,3366,7.735,3580,8.227,111140,41371,69769,3.103,8.337,111638,39875,71763,2.991,8.374,-498,-0.037,16.673,3013,3066,34130
2019,4412,10864,12685,152930,152463,789,6.199,876,6.882,16921,6915,10006,4.536,11.098,15906,5189,10717,3.403,10.433,1015,0.666,20.865,719,725,4303
2019,4413,25374,55902,537015,531013,2524,4.526,2242,4.021,50142,13647,36495,2.57,9.443,37605,9678,27927,1.823,7.082,12537,2.361,14.163,1745,1808,7555
2019,4421,12202,21934,205307,206692,1524,6.942,1562,7.115,22756,9589,13167,4.639,11.01,25440,6782,18658,3.281,12.308,-2684,-1.299,22.019,1136,1310,5612
2019,4422,16683,24624,266586,263992,1359,5.454,1942,7.794,30286,7972,22314,3.02,11.472,24719,12140,12579,4.599,9.364,5567,2.109,18.727,1232,1265,3997
2019,4431,15172,24953,295017,300745,1350,5.283,2549,9.976,23711,5997,17714,1.994,7.884,34553,11559,22994,3.843,11.489,-10842,-3.605,15.768,1858,1971,7581
2019,4441,32411,54372,1184213,1193789,2310,4.231,2766,5.066,68039,15209,52830,1.274,5.699,86297,19626,66671,1.644,7.229,-18258,-1.529,11.399,1816,1897,9948
2019,4442,11822,15949,154436,154797,819,5.111,970,6.053,15224,3937,11287,2.543,9.835,15842,4190,11652,2.707,10.234,-618,-0.399,19.67,741,766,3233
2019,4451,60041,86216,2810150,2780685,7101,8.227,7291,8.447,241572,67058,174514,2.412,8.687,185228,60401,124827,2.172,6.661,56344,2.026,13.322,5770,5844,31433
2019,4452,16338,20051,162539,162456,2105,10.509,2064,10.304,26662,10588,16074,6.517,16.412,26375,11989,14386,7.38,16.235,287,0.177,32.47,1557,1619,7588
2019,4453,28369,32430,174585,174952,2348,7.251,2252,6.954,22664,8242,14422,4.711,12.954,23320,7495,15825,4.284,13.329,-656,-0.375,25.909,1830,1849,6103
2019,4461,39540,90201,1030554,1034413,5825,6.488,4980,5.547,95757,48295,47462,4.669,9.257,105407,24588,80819,2.377,10.19,-9650,-0.933,18.514,3360,3568,16115
2019,4471,61064,107812,993138,985265,6346,5.881,6538,6.059,127523,41353,86170,4.197,12.943,112037,33346,78691,3.384,11.371,15486,1.572,22.743,4736,5112,23563
2019,4481,31845,88773,1325286,1332886,5334,5.985,6037,6.774,124414,40041,84373,3.004,9.334,141628,45745,95883,3.432,10.626,-17214,-1.291,18.668,3484,3737,13387
2019,4482,4384,22191,222816,231169,650,2.877,1455,6.44,19889,7055,12834,3.052,8.604,35408,10066,25342,4.354,15.317,-15519,-6.713,17.207,442,577,1951
2019,4483,13694,20287,118699,119396,1064,5.186,1521,7.414,14222,3696,10526,3.096,11.912,15539,5842,9697,4.893,13.015,-1317,-1.103,23.823,982,1032,3120
2019,4511,23127,33185,413212,434818,2269,6.726,3372,9.995,39025,12365,26660,2.844,8.975,86044,50626,35418,11.643,19.789,-47019,-10.813,17.95,2192,2266,7597
2019,4512,3054,6595,64286,66975,374,5.616,504,7.568,6961,1416,5545,2.114,10.393,12534,2734,9800,4.082,18.714,-5573,-8.321,20.787,278,284,1172
2019,4522,16,3847,425887,440943,11,0.277,272,6.838,10792,911,9881,0.207,2.447,40127,21519,18608,4.88,9.1,-29335,-6.653,4.895,(D),(D),(D)
2019,4523,6967,49939,2311742,2263251,3012,6.142,1215,2.478,150042,34050,115992,1.504,6.629,61060,12983,48077,0.574,2.698,88982,3.932,5.396,789,804,3324
2019,4531,10624,11078,54592,55104,880,7.854,1134,10.12,7956,2579,5377,4.68,14.438,8973,3284,5689,5.96,16.284,-1017,-1.846,28.877,973,979,2851
2019,4532,15105,23584,204087,205103,1461,6.111,2110,8.825,23707,5468,18239,2.666,11.559,25717,8940,16777,4.359,12.539,-2010,-0.98,23.117,1590,1658,6071
2019,4533,11980,18163,201565,202114,1268,6.94,1483,8.117,23227,8512,14715,4.211,11.492,24477,5832,18645,2.886,12.11,-1250,-0.618,22.984,1204,1218,4064
2019,4539,34327,46034,308779,302292,5007,11.017,3833,8.434,49710,20182,29528,6.676,16.444,37004,14373,22631,4.755,12.241,12706,4.203,24.482,3100,3192,11833
2019,4541,34803,36476,575746,567228,5786,16.131,4570,12.741,106158,32326,73832,5.699,18.715,88948,37636,51312,6.635,15.681,17210,3.034,31.362,3719,3744,15059
2019,4542,2723,3296,43286,42408,305,9.156,375,11.258,5403,1643,3760,3.874,12.741,3720,1374,2346,3.24,8.772,1683,3.969,17.544,318,321,1101
2019,4543,21522,26734,181545,180985,2558,9.566,2572,9.618,24614,8289,16325,4.58,13.6,23266,10116,13150,5.589,12.855,1348,0.745,25.71,1966,1981,7453
2019,4811,396,2160,457050,446774,156,7.309,105,4.919,39108,3466,35642,0.776,8.753,17942,1052,16890,0.235,4.016,21166,4.738,8.032,37,40,255
2019,4812,1727,1968,44273,43109,240,12.286,211,10.801,5133,994,4139,2.306,11.907,2817,859,1958,1.993,6.535,2316,5.372,13.069,168,170,625
2019,4831,605,916,42869,42989,115,12.568,113,12.35,4870,1199,3671,2.789,11.329,5127,1782,3345,4.145,11.926,-257,-0.598,22.657,55,55,204
2019,4832,441,506,20159,19645,65,13.198,38,7.716,1869,179,1690,0.911,9.514,885,160,725,0.814,4.505,984,5.009,9.01,30,30,112
2019,4841,62602,73994,1077335,1047208,13799,19.284,8922,12.469,162238,56469,105769,5.392,15.492,103464,34358,69106,3.281,9.88,58774,5.612,19.76,7015,7035,22606
2019,4842,40288,43970,503478,499429,5430,12.416,4957,11.335,68811,20406,48405,4.086,13.778,60816,21069,39747,4.219,12.177,7995,1.601,24.354,3894,3979,16403
2019,4851,404,678,55329,55559,47,6.866,60,8.766,3056,770,2286,1.386,5.501,3525,938,2587,1.688,6.345,-469,-0.844,11.001,48,48,422
2019,4852,285,589,18488,18393,41,6.897,52,8.747,3350,1842,1508,10.015,18.213,3130,574,2556,3.121,17.017,220,1.196,34.035,20,20,66
2019,4853,6497,6692,71931,72663,1070,15.964,1091,16.278,11251,4019,7232,5.531,15.484,12746,4464,8282,6.143,17.541,-1495,-2.057,30.968,946,952,3892
2019,4854,2452,4166,235724,235442,222,5.337,209,5.025,19605,5636,13969,2.394,8.327,19159,6302,12857,2.677,8.137,446,0.189,16.275,145,153,3335
2019,4855,1015,1139,30958,31914,70,6.011,121,10.391,2429,399,2030,1.25,7.611,4508,1410,3098,4.418,14.125,-2079,-6.514,15.222,98,106,1286
2019,4859,4450,4904,100252,99193,818,17.02,622,12.942,15399,6698,8701,6.752,15.524,13301,5589,7712,5.634,13.409,2098,2.115,26.818,531,536,5107
2019,4861,78,723,11387,12095,14,1.883,55,7.397,793,133,660,1.1,6.557,2133,1086,1047,8.979,17.636,-1340,-11.079,13.113,8,8,95
2019,4862,108,1974,27256,26729,57,2.897,44,2.236,2684,1129,1555,4.224,10.042,1727,396,1331,1.482,6.461,957,3.58,12.923,10,10,118
2019,4869,74,670,8577,8464,18,2.669,27,4.003,764,63,701,0.744,9.027,506,136,370,1.607,5.979,258,3.048,11.957,6,6,8
2019,4871,612,653,11126,11403,90,13.997,70,10.886,1409,431,978,3.78,12.356,1980,498,1482,4.367,17.364,-571,-5.007,24.713,57,60,424
2019,4872,1353,1404,14964,14995,195,14.069,159,11.472,2133,648,1485,4.321,14.225,2144,517,1627,3.448,14.298,-11,-0.073,28.449,123,123,463
2019,4879,197,228,3549,3509,24,10.714,16,7.143,369,55,314,1.568,10.517,296,53,243,1.511,8.437,73,2.081,16.873,11,11,28
2019,4881,3925,5809,224231,216590,412,7.127,355,6.141,28581,6246,22335,2.884,13.196,12995,4024,8971,1.858,6,15586,7.196,12,250,253,2067
2019,4882,528,1403,42225,41989,127,8.925,167,11.736,5912,1391,4521,3.313,14.08,5474,2131,3343,5.075,13.037,438,1.043,26.074,48,77,1091
2019,4883,1813,2397,102711,100356,151,6.28,166,6.904,11658,3738,7920,3.725,11.617,7055,1141,5914,1.137,7.03,4603,4.587,14.06,105,106,611
2019,4884,9929,11582,114038,109386,1393,12.17,1122,9.802,22330,6000,16330,5.485,20.414,12835,4869,7966,4.451,11.734,9495,8.68,23.467,877,891,3844
2019,4885,13748,19907,297337,283608,1645,8.314,1403,7.091,51675,15178,36497,5.352,18.221,24410,8708,15702,3.07,8.607,27265,9.614,17.214,962,998,5252
2019,4889,1512,1604,19012,18561,242,15.331,191,12.1,3581,1646,1935,8.868,19.293,2563,1412,1151,7.607,13.809,1018,5.485,27.617,161,164,1347
2019,4921,3755,9455,779541,699575,638,6.767,584,6.194,171435,10799,160636,1.544,24.506,15571,5412,10159,0.774,2.226,155864,22.28,4.452,446,454,4094
2019,4922,3351,3933,76059,65783,512,12.972,540,13.681,29681,16173,13508,24.586,45.12,9521,5275,4246,8.019,14.473,20160,30.646,28.947,448,455,4279
2019,4931,7711,16680,1099058,1035594,1385,8.415,941,5.718,213464,37977,175487,3.667,20.613,84194,22112,62082,2.135,8.13,129270,12.483,16.26,426,438,6228
2019,5111,10031,14224,318228,333600,1051,7.332,1271,8.867,19847,5757,14090,1.726,5.949,50613,12839,37774,3.849,15.172,-30766,-9.222,11.899,918,951,6234
2019,5112,9547,12878,654141,640793,1847,14.574,1437,11.339,88897,21420,67477,3.343,13.873,62227,23198,39029,3.62,9.711,26670,4.162,19.422,996,1006,7776
2019,5121,14744,17992,302180,303510,2793,15.795,2175,12.3,42612,17865,24747,5.886,14.04,45433,11714,33719,3.86,14.969,-2821,-0.929,28.079,1476,1486,6222
2019,5122,2848,3053,22868,23109,459,15.211,388,12.858,2722,1213,1509,5.249,11.779,3263,1441,1822,6.236,14.12,-541,-2.341,23.558,288,288,1072
2019,5151,3657,6999,211516,205811,392,5.567,476,6.76,32231,8078,24153,3.925,15.661,20968,5804,15164,2.82,10.188,11263,5.473,20.376,238,251,2147
2019,5152,346,919,55327,53148,305,38.534,50,6.317,9592,6354,3238,11.955,18.048,5547,420,5127,0.79,10.437,4045,7.611,20.874,19,19,91
2019,5173,7311,56710,1012552,1041606,5868,10.43,4972,8.837,130627,47499,83128,4.56,12.541,189546,34151,155395,3.279,18.197,-58919,-5.657,25.082,854,1013,5290
2019,5174,268,349,8186,8316,49,13.499,77,21.212,930,386,544,4.642,11.184,1194,720,474,8.659,14.359,-264,-3.175,22.368,40,40,166
2019,5179,2732,4073,60378,58969,894,22.873,565,14.456,12401,6046,6355,10.253,21.03,9754,4105,5649,6.961,16.541,2647,4.489,33.082,351,386,2213
2019,5182,9436,16111,554625,555047,1332,8.197,1609,9.902,76982,22044,54938,3.972,13.869,77240,35407,41833,6.379,13.916,-258,-0.046,27.739,874,924,9504
2019,5191,8817,10971,335894,324240,1502,13.88,1202,11.108,63227,18599,44628,5.736,19.5,39733,10303,29430,3.178,12.254,23494,7.246,24.508,896,905,5240
2019,5211,13,58,19987,19886,(D),(D),(D),(D),377,(D),357,(D),1.896,178,(D),177,(D),0.895,199,1.001,1.79,0,0,0
2019,5221,10062,114313,1950964,1950454,3014,2.622,4269,3.714,159317,27891,131426,1.43,8.168,159044,31637,127407,1.622,8.154,273,0.014,16.308,348,617,6353
2019,5222,12684,43748,605594,615687,4047,9.242,4126,9.423,75961,27711,48250,4.501,12.338,96092,35981,60111,5.844,15.607,-20131,-3.27,24.675,1149,1307,7153
2019,5223,11406,25815,309991,306217,3019,11.787,2613,10.202,61741,33494,28247,10.938,20.162,55399,21954,33445,7.169,18.091,6342,2.071,36.183,1030,1069,4452
2019,5231,8909,26752,351984,354601,2074,7.666,2678,9.899,29361,5329,24032,1.503,8.28,34471,11864,22607,3.346,9.721,-5110,-1.441,16.56,775,795,2550
2019,5232,11,32,11266,10557,(D),(D),(D),(D),2348,(D),2257,(D),22.242,862,(D),858,(D),8.166,1486,14.077,16.331,0,0,0
2019,5239,46758,66556,573065,569050,6248,9.469,5109,7.742,72579,24187,48392,4.25,12.754,65002,22811,42191,4.009,11.423,7577,1.332,22.846,3850,3874,13355
2019,5241,4721,29770,1567913,1557420,3490,11.312,5653,18.323,207996,65542,142454,4.208,13.355,186108,68337,117771,4.388,11.95,21888,1.405,23.9,349,356,3847
2019,5242,118604,137846,1145167,1116922,13163,9.608,11461,8.366,189308,89176,100132,7.984,16.949,129721,47611,82110,4.263,11.614,59587,5.335,23.228,8688,8787,29386
2019,5259,1038,1098,7610,7699,272,25.685,194,18.319,2340,1048,1292,13.613,30.396,2543,1773,770,23.03,33.032,-203,-2.637,60.791,164,164,1646
2019,5311,87350,119141,603575,600585,11311,9.534,10310,8.69,96247,44032,52215,7.332,16.026,91557,37884,53673,6.308,15.245,4690,0.781,30.489,7529,7696,24031
2019,5312,86880,102384,349782,345686,16411,16.39,11896,11.881,60122,33785,26337,9.773,17.392,52490,22988,29502,6.65,15.184,7632,2.208,30.369,7471,7583,14370
2019,5313,70806,88984,724415,716714,9983,11.333,8189,9.296,100382,40290,60092,5.621,14.006,85182,34392,50790,4.799,11.885,15200,2.121,23.77,5511,5690,21406
2019,5321,3441,15492,177651,175097,1201,7.744,1235,7.963,24360,7362,16998,4.205,13.912,19703,8600,11103,4.912,11.253,4657,2.66,22.505,354,374,1696
2019,5322,6667,15816,131543,131590,847,5.23,1602,9.893,18210,4373,13837,3.323,13.838,18252,9002,9250,6.841,13.87,-42,-0.032,27.677,709,759,4030
2019,5323,2058,2842,19618,19587,207,7.156,308,10.648,2396,726,1670,3.707,12.233,2369,1007,1362,5.141,12.095,27,0.138,24.19,114,122,598
2019,5324,7512,14749,199290,195809,1007,6.847,925,6.289,25110,5531,19579,2.825,12.824,18258,6682,11576,3.413,9.324,6852,3.499,18.649,562,571,3865
2019,5331,2174,2346,35699,37516,258,10.986,263,11.199,4490,1337,3153,3.564,11.968,7875,1359,6516,3.622,20.991,-3385,-9.023,23.936,193,196,1162
2019,5411,154307,166263,1149044,1148532,12152,7.288,13104,7.859,113576,30883,82693,2.689,9.889,112391,36669,75722,3.193,9.786,1185,0.103,19.571,10561,10682,28147
2019,5412,99653,119354,1159010,1154617,9462,7.925,9557,8.004,128331,33191,95140,2.875,11.115,121071,45327,75744,3.926,10.486,7260,0.629,20.972,6821,6962,29633
2019,5413,82375,102394,1572309,1555004,8819,8.641,8150,7.986,204859,58996,145863,3.794,13.174,171226,54604,116622,3.512,11.011,33633,2.163,22.023,5634,5720,25568
2019,5414,27368,27754,122694,122433,3800,13.778,3453,12.52,19530,8247,11283,6.736,15.952,18769,8140,10629,6.649,15.33,761,0.622,30.66,2691,2694,6538
2019,5415,99038,119237,1931837,1913773,16247,13.668,15513,13.05,266480,75247,191233,3.932,13.924,228897,79677,149220,4.163,11.961,37583,1.964,23.921,11784,11866,48804
2019,5416,134343,145128,1384865,1360506,26398,18.523,21178,14.86,256037,92300,163737,6.784,18.819,208833,96679,112154,7.106,15.35,47204,3.47,30.699,16144,16205,55668
2019,5417,14188,17598,764052,753252,2194,12.639,1716,9.885,92469,17816,74653,2.365,12.276,72127,18351,53776,2.436,9.575,20342,2.701,19.151,1228,1255,7445
2019,5418,28470,32445,470043,480281,3300,10.125,3598,11.039,49512,14274,35238,2.972,10.309,69840,23982,45858,4.993,14.541,-20328,-4.233,20.618,2748,2778,14285
2019,5419,56248,64185,700342,686600,7826,12.353,6158,9.72,110752,41773,68979,6.084,16.131,84607,37006,47601,5.39,12.323,26145,3.808,24.645,4745,4816,27640
2019,5511,25201,52524,3514586,3529398,2022,3.802,3336,6.273,381036,64965,316071,1.841,10.796,414780,112815,301965,3.196,11.752,-33744,-0.956,21.592,797,832,12278
2019,5611,26981,30142,524550,514049,3749,12.562,3153,10.565,88666,31125,57541,6.055,17.249,67909,26214,41695,5.1,13.211,20757,4.038,26.421,2395,2454,19358
2019,5612,1995,7512,296217,283375,1730,25.469,291,4.284,45545,24752,20793,8.735,16.072,20871,5595,15276,1.974,7.365,24674,8.707,14.73,126,130,3068
2019,5613,24664,49393,6123675,6114224,4727,9.589,4532,9.194,937506,158795,778711,2.597,15.333,931795,201476,730319,3.295,15.24,5711,0.093,30.48,2398,2441,68430
